movie_id,title,release_year,runtime,genre
1109,The Sound of Music,1965,172,biography
1740,The Sound of Music,1965,172,family
3066,The Sound of Music,1965,172,romance
4154,Doctor Zhivago,1965,197,war
509,"The Good, the Bad and the Ugly",1966,178,adventure
869,The Jungle Book,1967,78,animation
1900,The Jungle Book,1967,78,family
3233,The Graduate,1967,106,romance
1272,Bonnie and Clyde,1967,111,biography
162,You Only Live Twice,1967,117,action
527,You Only Live Twice,1967,117,adventure
1169,In Cold Blood,1967,134,biography
4196,The Dirty Dozen,1967,150,war
562,Barbarella,1968,98,adventure
2100,Barbarella,1968,98,fantasy
3439,Barbarella,1968,98,scifi
3626,Planet of the Apes,1968,112,scifi
2498,The Lion in Winter,1968,134,history
2702,Rosemary's Baby,1968,137,horror
3288,Romeo and Juliet,1968,138,romance
1968,Chitty Chitty Bang Bang,1968,144,family
495,2001: A Space Odyssey,1968,149,adventure
3389,2001: A Space Odyssey,1968,149,scifi
1269,Age of Consent,1969,98,biography
1184,Butch Cassidy and the Sundance Kid,1969,110,biography
1505,Butch Cassidy and the Sundance Kid,1969,110,crime
894,The AristoCats,1970,78,animation
1919,The AristoCats,1970,78,family
1233,Chisum,1970,111,biography
4181,M*A*S*H,1970,116,war
1623,Hannie Caulder,1971,85,crime
1765,Willy Wonka & the Chocolate Factory,1971,100,family
2140,Willy Wonka & the Chocolate Factory,1971,100,fantasy
2486,The Devils,1971,111,history
1011,Bedknobs and Broomsticks,1971,117,animation
1381,A Clockwork Orange,1971,136,crime
3365,A Clockwork Orange,1971,136,scifi
1908,Fiddler on the Roof,1971,181,family
1042,Fritz the Cat,1972,78,animation
466,Deliverance,1972,109,adventure
4037,Deliverance,1972,109,thriller
3266,Last Tango in Paris,1972,129,romance
1329,The Godfather,1972,175,crime
1007,Fantastic Planet,1973,72,animation
877,Robin Hood,1973,83,animation
1924,Robin Hood,1973,83,family
2336,The Holy Mountain,1973,114,fantasy
2598,The Exorcist,1973,122,horror
1482,The Sting,1973,129,crime
1238,Serpico,1973,130,biography
1285,Papillon,1973,151,biography
2743,The Texas Chain Saw Massacre,1974,83,horror
1604,The Longest Yard,1974,121,crime
3770,The Longest Yard,1974,121,sports
2927,Chinatown,1974,130,mystery
1370,The Godfather Part II,1974,202,crime
3866,Death Race 2000,1975,80,sports
2223,Monty Python and the Holy Grail,1975,91,fantasy
2655,The Rocky Horror Picture Show,1975,100,horror
539,Jaws,1975,124,adventure
1147,Dog Day Afternoon,1975,125,biography
3855,Rollerball,1975,125,sports
4158,Barry Lyndon,1975,185,war
2682,Carrie,1976,98,horror
2943,Carrie,1976,98,mystery
3872,The Bad News Bears,1976,102,sports
1355,Taxi Driver,1976,114,crime
723,Logan's Run,1976,119,adventure
3550,Logan's Run,1976,119,scifi
3729,Rocky,1976,120,sports
4209,The Eagle Has Landed,1976,123,war
2448,All the President's Men,1976,138,history
997,The Rescuers,1977,77,animation
2291,Eraserhead,1977,89,fantasy
2750,Eraserhead,1977,89,horror
736,Smokey and the Bandit,1977,96,adventure
85,Star Wars,1977,121,action
461,Star Wars,1977,121,adventure
2049,Star Wars,1977,121,fantasy
3360,Star Wars,1977,121,scifi
3733,Slap Shot,1977,123,sports
1031,Pete's Dragon,1977,128,animation
3390,Close Encounters of the Third Kind,1977,138,scifi
2445,A Bridge Too Far,1977,175,history
4188,A Bridge Too Far,1977,175,war
2703,Halloween,1978,91,horror
1038,Watership Down,1978,91,animation
3887,Heaven Can Wait,1978,101,sports
3884,Ice Castles,1978,108,sports
3001,Grease,1978,110,romance
1236,Midnight Express,1978,121,biography
1640,Midnight Express,1978,121,crime
963,The Lord of the Rings,1978,132,animation
364,Superman,1978,143,action
691,Superman,1978,143,adventure
3533,Superman,1978,143,scifi
4118,The Deer Hunter,1978,183,war
287,Mad Max,1979,88,action
632,Mad Max,1979,88,adventure
3482,Mad Max,1979,88,scifi
200,The Warriors,1979,93,action
1454,The Warriors,1979,93,crime
3913,Breaking Away,1979,101,sports
1246,Escape from Alcatraz,1979,112,biography
1678,Escape from Alcatraz,1979,112,crime
2541,Alien,1979,117,horror
3356,Alien,1979,117,scifi
1821,The Black Stallion,1979,118,family
3771,The Black Stallion,1979,118,sports
3784,Rocky II,1979,119,sports
3295,10,1979,122,romance
3645,Moonraker,1979,126,scifi
2788,Apocalypse Now,1979,147,mystery
4088,Apocalypse Now,1979,147,war
2367,Caligula,1979,156,history
3650,Stalker,1979,162,scifi
656,Cannibal Holocaust,1980,95,adventure
2639,Cannibal Holocaust,1980,95,horror
2726,Friday the 13th,1980,95,horror
3773,Caddyshack,1980,98,sports
1808,My Bodyguard,1980,102,family
3651,The Final Countdown,1980,103,scifi
448,The Blue Lagoon,1980,104,adventure
3097,The Blue Lagoon,1980,104,romance
1982,Popeye,1980,114,family
1610,The Long Good Friday,1980,114,crime
2973,The Long Good Friday,1980,114,mystery
224,Star Wars: Episode V - The Empire Strikes Back,1980,124,action
581,Star Wars: Episode V - The Empire Strikes Back,1980,124,adventure
2107,Star Wars: Episode V - The Empire Strikes Back,1980,124,fantasy
3448,Star Wars: Episode V - The Empire Strikes Back,1980,124,scifi
1180,The Elephant Man,1980,124,biography
1167,Raging Bull,1980,129,biography
3766,Raging Bull,1980,129,sports
1580,The Blues Brothers,1980,133,crime
2551,The Shining,1980,146,horror
951,The Fox and the Hound,1981,83,animation
2634,The Evil Dead,1981,85,horror
941,Heavy Metal,1981,86,animation
2369,History of the World: Part I,1981,92,history
3791,The Cannonball Run,1981,95,sports
3609,The Road Warrior,1981,96,scifi
2736,An American Werewolf in London,1981,97,horror
724,Escape from New York,1981,99,adventure
3551,Escape from New York,1981,99,scifi
4150,Stripes,1981,106,war
2313,Time Bandits,1981,110,fantasy
3693,Time Bandits,1981,110,scifi
1587,Body Heat,1981,113,crime
50,Raiders of the Lost Ark,1981,115,action
425,Raiders of the Lost Ark,1981,115,adventure
3903,Victory,1981,116,sports
1978,Clash of the Titans,1981,118,family
2610,Possession,1981,124,horror
1084,Chariots of Fire,1981,125,biography
3760,Chariots of Fire,1981,125,sports
2238,Excalibur,1981,140,fantasy
3159,Excalibur,1981,140,romance
4153,The Boat,1981,149,war
1025,The Secret of NIMH,1982,82,animation
1045,The Last Unicorn,1982,92,animation
363,First Blood,1982,93,action
688,First Blood,1982,93,adventure
3593,Tron,1982,96,scifi
3777,Rocky III,1982,99,sports
2590,The Thing,1982,109,horror
2863,The Thing,1982,109,mystery
3430,The Thing,1982,109,scifi
2680,Poltergeist,1982,114,horror
596,E.T.,1982,115,adventure
1745,E.T.,1982,115,family
3462,E.T.,1982,115,scifi
104,Blade Runner,1982,117,action
3374,Blade Runner,1982,117,scifi
4051,Blade Runner,1982,117,thriller
1872,Annie,1982,127,family
2237,Conan the Barbarian,1982,129,fantasy
1245,Gandhi,1982,191,biography
2447,Gandhi,1982,191,history
1040,Fire and Ice,1983,81,animation
2747,Videodrome,1983,87,horror
3654,Videodrome,1983,87,scifi
3873,All the Right Moves,1983,91,sports
1385,The Outsiders,1983,91,crime
1710,A Christmas Story,1983,93,family
3922,Hot Dog ...The Movie,1983,96,sports
1643,Risky Business,1983,99,crime
3707,Twilight Zone: The Movie,1983,101,scifi
250,WarGames,1983,114,action
3466,WarGames,1983,114,scifi
1668,Bad Boys,1983,123,crime
235,Star Wars: Episode VI - Return of the Jedi,1983,131,action
590,Star Wars: Episode VI - Return of the Jedi,1983,131,adventure
2111,Star Wars: Episode VI - Return of the Jedi,1983,131,fantasy
3457,Star Wars: Episode VI - Return of the Jedi,1983,131,scifi
1380,Scarface,1983,170,crime
2460,The Right Stuff,1983,193,history
2712,A Nightmare on Elm Street,1984,91,horror
3024,Sixteen Candles,1984,93,romance
1822,The NeverEnding Story,1984,102,family
2252,The NeverEnding Story,1984,102,fantasy
190,Beverly Hills Cop,1984,105,action
1447,Beverly Hills Cop,1984,105,crime
231,Ghostbusters,1984,105,action
2109,Ghostbusters,1984,105,fantasy
3454,Ghostbusters,1984,105,scifi
2328,Gremlins,1984,106,fantasy
288,Romancing the Stone,1984,106,action
633,Romancing the Stone,1984,106,adventure
3150,Footloose,1984,107,romance
109,The Terminator,1984,107,action
3376,The Terminator,1984,107,scifi
3692,1984,1984,113,scifi
223,Red Dawn,1984,114,action
4110,Red Dawn,1984,114,war
959,Nausicaä of the Valley of the Wind,1984,117,animation
141,Indiana Jones and the Temple of Doom,1984,118,action
504,Indiana Jones and the Temple of Doom,1984,118,adventure
270,The Karate Kid,1984,126,action
1757,The Karate Kid,1984,126,family
3741,The Karate Kid,1984,126,sports
234,Dune,1984,137,action
589,Dune,1984,137,adventure
3456,Dune,1984,137,scifi
3810,The Natural,1984,138,sports
1274,The Killing Fields,1984,141,biography
1121,Amadeus,1984,160,biography
1400,Once Upon a Time in America,1984,229,crime
990,The Black Cauldron,1985,80,animation
3755,Rocky IV,1985,91,sports
2156,Teen Wolf,1985,91,fantasy
1408,Clue,1985,94,crime
2825,Clue,1985,94,mystery
4073,Clue,1985,94,thriller
702,Legend,1985,94,adventure
2181,Legend,1985,94,fantasy
3143,Legend,1985,94,romance
3072,Weird Science,1985,94,romance
3475,Weird Science,1985,94,scifi
3245,Better Off Dead...,1985,97,romance
1650,Fletch,1985,98,crime
3670,Lifeforce,1985,101,scifi
3775,Vision Quest,1985,107,sports
3492,Real Genius,1985,108,scifi
3845,The Last Dragon,1985,109,sports
3194,Witness,1985,112,romance
440,The Goonies,1985,114,adventure
1698,The Goonies,1985,114,family
437,Back to the Future,1985,116,adventure
3344,Back to the Future,1985,116,scifi
338,To Live and Die in L.A.,1985,116,action
1523,To Live and Die in L.A.,1985,116,crime
3307,A Room with a View,1985,117,romance
1195,Mask,1985,120,biography
3632,Brazil,1985,132,scifi
4101,Come and See,1985,142,war
1197,Out of Africa,1985,161,biography
3312,Out of Africa,1985,161,romance
4191,Ran,1985,162,war
1015,The Great Mouse Detective,1986,74,animation
1019,An American Tail,1986,80,animation
2722,From Beyond,1986,85,horror
3615,From Beyond,1986,85,scifi
481,Stand by Me,1986,89,adventure
1943,Flight of the Navigator,1986,90,family
3806,Back to School,1986,96,sports
2677,The Fly,1986,96,horror
3561,The Fly,1986,96,scifi
3137,Pretty in Pink,1986,97,romance
1956,Short Circuit,1986,98,family
2262,Big Trouble in Little China,1986,99,fantasy
551,Labyrinth,1986,101,adventure
1735,Labyrinth,1986,101,family
2094,Labyrinth,1986,101,fantasy
14,Top Gun,1986,109,action
3878,Youngblood,1986,110,sports
2001,The Karate Kid Part II,1986,113,family
3826,The Karate Kid Part II,1986,113,sports
3874,Hoosiers,1986,114,sports
753,Highlander,1986,116,adventure
2214,Highlander,1986,116,fantasy
3309,9½ Weeks,1986,117,romance
638,The Mosquito Coast,1986,117,adventure
3825,The Color of Money,1986,119,sports
1487,Blue Velvet,1986,120,crime
2881,Blue Velvet,1986,120,mystery
1673,Manhunter,1986,120,crime
4120,Platoon,1986,120,war
957,Castle in the Sky,1986,125,animation
2488,The Mission,1986,125,history
4200,Heartbreak Ridge,1986,130,war
121,Aliens,1986,137,action
487,Aliens,1986,137,adventure
3382,Aliens,1986,137,scifi
4062,Aliens,1986,137,thriller
2110,Mannequin,1987,90,fantasy
3149,Mannequin,1987,90,romance
3849,Over the Top,1987,93,sports
3220,Some Kind of Wonderful,1987,95,romance
681,Spaceballs,1987,96,adventure
3528,Spaceballs,1987,96,scifi
2577,The Lost Boys,1987,97,horror
456,The Princess Bride,1987,98,adventure
1702,The Princess Bride,1987,98,family
2046,The Princess Bride,1987,98,fantasy
3016,The Princess Bride,1987,98,romance
3053,Dirty Dancing,1987,100,romance
305,The Running Man,1987,101,action
3493,The Running Man,1987,101,scifi
1611,Adventures in Babysitting,1987,102,crime
3308,Adventures in Babysitting,1987,102,romance
3269,Moonstruck,1987,102,romance
155,RoboCop,1987,102,action
1421,RoboCop,1987,102,crime
3406,RoboCop,1987,102,scifi
717,Masters of the Universe,1987,106,adventure
2190,Masters of the Universe,1987,106,fantasy
3547,Masters of the Universe,1987,106,scifi
222,Predator,1987,107,action
577,Predator,1987,107,adventure
2600,Predator,1987,107,horror
3447,Predator,1987,107,scifi
1560,Lethal Weapon,1987,109,crime
1912,Harry and the Hendersons,1987,110,family
4105,Full Metal Jacket,1987,116,war
1609,The Untouchables,1987,119,crime
1311,"Good Morning, Vietnam",1987,121,biography
4206,"Good Morning, Vietnam",1987,121,war
4157,Empire of the Sun,1987,153,war
1255,The Last Emperor,1987,163,biography
2485,The Last Emperor,1987,163,history
928,The Land Before Time,1988,69,animation
1996,The Land Before Time,1988,69,family
952,Oliver & Company,1988,74,animation
849,My Neighbor Totoro,1988,86,animation
1834,My Neighbor Totoro,1988,86,family
2268,My Neighbor Totoro,1988,86,fantasy
2735,Killer Klowns from Outer Space,1988,88,horror
3637,Killer Klowns from Outer Space,1988,88,scifi
808,Grave of the Fireflies,1988,89,animation
4128,Grave of the Fireflies,1988,89,war
2134,Beetlejuice,1988,92,fantasy
1188,Bloodsport,1988,92,biography
3816,Bloodsport,1988,92,sports
2672,They Live,1988,94,horror
3555,They Live,1988,94,scifi
1544,Heathers,1988,103,crime
2096,Big,1988,104,fantasy
3105,Big,1988,104,romance
841,Who Framed Roger Rabbit,1988,104,animation
1641,Who Framed Roger Rabbit,1988,104,crime
1839,Who Framed Roger Rabbit,1988,104,family
2272,Who Framed Roger Rabbit,1988,104,fantasy
1528,Twins,1988,107,crime
3848,Bull Durham,1988,108,sports
3267,Coming to America,1988,117,romance
859,Akira,1988,124,animation
2249,Akira,1988,124,fantasy
3601,Akira,1988,124,scifi
65,Willow,1988,126,action
441,Willow,1988,126,adventure
2037,Willow,1988,126,fantasy
3058,Willow,1988,126,romance
1637,Mississippi Burning,1988,128,crime
203,Die Hard,1988,132,action
3246,Cinema Paradiso,1988,155,romance
3880,Le grand bleu,1988,168,sports
803,The Little Mermaid,1989,83,animation
1805,The Little Mermaid,1989,83,family
2220,The Little Mermaid,1989,83,fantasy
3172,The Little Mermaid,1989,83,romance
1022,All Dogs Go to Heaven,1989,84,animation
2734,Phantom of the Mall: Eric's Revenge,1989,91,horror
1844,"Honey, I Shrunk the Kids",1989,93,family
3641,"Honey, I Shrunk the Kids",1989,93,scifi
3282,When Harry Met Sally...,1989,95,romance
3900,The Wizard,1989,96,sports
3870,Kickboxer,1989,97,sports
2933,The 'Burbs,1989,102,mystery
899,Kiki's Delivery Service,1989,103,animation
1976,Kiki's Delivery Service,1989,103,family
1268,My Left Foot,1989,103,biography
1310,Communion,1989,107,biography
1964,Field of Dreams,1989,107,family
3809,Field of Dreams,1989,107,sports
3746,Major League,1989,107,sports
3575,Back to the Future Part II,1989,108,scifi
3831,The Karate Kid Part III,1989,112,sports
1634,Lethal Weapon 2,1989,114,crime
82,Road House,1989,114,action
4023,Road House,1989,114,thriller
3051,Steel Magnolias,1989,117,romance
1224,Glory,1989,122,biography
2441,Glory,1989,122,history
4182,Glory,1989,122,war
279,Batman,1989,126,action
623,Batman,1989,126,adventure
102,Indiana Jones and the Last Crusade,1989,127,action
476,Indiana Jones and the Last Crusade,1989,127,adventure
2944,The Abyss,1989,140,mystery
3571,The Abyss,1989,140,scifi
1232,Born on the Fourth of July,1989,145,biography
1013,The Rescuers Down Under,1990,77,animation
3781,Ski School,1990,89,sports
3899,Ski Patrol,1990,91,sports
1865,Teenage Mutant Ninja Turtles,1990,93,family
3694,Teenage Mutant Ninja Turtles,1990,93,scifi
1733,Home Alone,1990,103,family
3774,Rocky V,1990,104,sports
332,Dick Tracy,1990,105,action
1519,Dick Tracy,1990,105,crime
3175,Dick Tracy,1990,105,romance
2236,Edward Scissorhands,1990,105,fantasy
3153,Edward Scissorhands,1990,105,romance
3799,Days of Thunder,1990,107,sports
3879,Lionheart,1990,108,sports
291,Kindergarten Cop,1990,111,action
1496,Kindergarten Cop,1990,111,crime
245,Total Recall,1990,113,action
600,Total Recall,1990,113,adventure
3464,Total Recall,1990,113,scifi
3044,Pretty Woman,1990,119,romance
1173,Awakenings,1990,121,biography
1620,Wild at Heart,1990,125,crime
2201,Ghost,1990,127,fantasy
3224,Ghost,1990,127,romance
392,The Hunt for Red October,1990,135,action
715,The Hunt for Red October,1990,135,adventure
1082,Goodfellas,1990,145,biography
1356,Goodfellas,1990,145,crime
1457,The Godfather Part III,1990,162,crime
444,Dances with Wolves,1990,181,adventure
800,Beauty and the Beast,1991,84,animation
1772,Beauty and the Beast,1991,84,family
2158,Beauty and the Beast,1991,84,fantasy
3151,Beauty and the Beast,1991,84,romance
2246,Sex and Zen,1991,99,fantasy
2063,The Addams Family,1991,99,fantasy
1840,My Girl,1991,102,family
1942,Father of the Bride,1991,105,family
1914,The Rocketeer,1991,108,family
1616,Boyz n the Hood,1991,112,crime
1360,The Silence of the Lambs,1991,118,crime
3997,The Silence of the Lambs,1991,118,thriller
215,Point Break,1991,122,action
1463,Point Break,1991,122,crime
1511,Cape Fear,1991,128,crime
707,Thelma & Louise,1991,130,adventure
1543,Thelma & Louise,1991,130,crime
110,Terminator 2: Judgment Day,1991,137,action
3377,Terminator 2: Judgment Day,1991,137,scifi
1244,The Doors,1991,140,biography
524,Hook,1991,142,adventure
1724,Hook,1991,142,family
2082,Hook,1991,142,fantasy
278,Robin Hood: Prince of Thieves,1991,143,action
620,Robin Hood: Prince of Thieves,1991,143,adventure
3118,Robin Hood: Prince of Thieves,1991,143,romance
2368,JFK,1991,189,history
857,FernGully: The Last Rainforest,1992,76,animation
1948,FernGully: The Last Rainforest,1992,76,family
3889,3 Ninjas,1992,84,sports
2200,Buffy the Vampire Slayer,1992,86,fantasy
2671,Buffy the Vampire Slayer,1992,86,horror
692,Aladdin,1992,90,adventure
804,Aladdin,1992,90,animation
1785,Aladdin,1992,90,family
2175,Aladdin,1992,90,fantasy
3177,Aladdin,1992,90,romance
3893,Ladybugs,1992,90,sports
1067,Porco Rosso,1992,94,animation
1393,Reservoir Dogs,1992,99,crime
4058,Reservoir Dogs,1992,99,thriller
1669,Glengarry Glen Ross,1992,100,crime
1961,Sister Act,1992,100,family
3859,Sidekicks,1992,101,sports
3860,The Cutting Edge,1992,101,sports
970,Cool World,1992,102,animation
1892,The Mighty Ducks,1992,104,family
3789,The Mighty Ducks,1992,104,sports
335,The Last of the Mohicans,1992,112,action
669,The Last of the Mohicans,1992,112,adventure
3131,The Last of the Mohicans,1992,112,romance
4123,The Last of the Mohicans,1992,112,war
2727,Alien³,1992,114,horror
3624,Alien³,1992,114,scifi
1258,The Lover,1992,115,biography
3747,White Men Can't Jump,1992,115,sports
1962,Home Alone 2: Lost in New York,1992,120,family
1438,My Cousin Vinny,1992,120,crime
1930,Newsies,1992,121,family
2433,Newsies,1992,121,history
1645,Batman Returns,1992,126,crime
2273,Batman Returns,1992,126,fantasy
2839,Basic Instinct,1992,127,mystery
3751,A League of Their Own,1992,128,sports
2125,Dracula,1992,128,fantasy
2615,Dracula,1992,128,horror
3125,Dracula,1992,128,romance
3253,The Bodyguard,1992,129,romance
1294,Chaplin,1992,143,biography
1155,Malcolm X,1992,202,biography
2371,Malcolm X,1992,202,history
888,The Nightmare Before Christmas,1993,76,animation
1927,The Nightmare Before Christmas,1993,76,family
1835,Homeward Bound: The Incredible Journey,1993,84,family
3914,Surf Ninjas,1993,87,sports
3904,Airborne,1993,91,sports
2211,Addams Family Values,1993,94,fantasy
1880,Hocus Pocus,1993,96,family
2333,Hocus Pocus,1993,96,fantasy
1960,Cool Runnings,1993,98,family
2442,Cool Runnings,1993,98,history
3807,Cool Runnings,1993,98,sports
2030,Groundhog Day,1993,101,fantasy
3141,Groundhog Day,1993,101,romance
1811,The Sandlot,1993,101,family
3764,The Sandlot,1993,101,sports
1965,The Secret Garden,1993,101,family
1969,Rookie of the Year,1993,103,family
3813,Rookie of the Year,1993,103,sports
677,Robin Hood: Men in Tights,1993,104,adventure
3243,Robin Hood: Men in Tights,1993,104,romance
649,Super Mario Bros.,1993,104,adventure
1771,Super Mario Bros.,1993,104,family
2155,Super Mario Bros.,1993,104,fantasy
3498,Super Mario Bros.,1993,104,scifi
3268,Sleepless in Seattle,1993,105,romance
1894,The Three Musketeers,1993,105,family
3912,Searching for Bobby Fischer,1993,109,sports
2594,The Vanishing,1993,109,horror
2864,The Vanishing,1993,109,mystery
1601,Falling Down,1993,113,crime
1295,Rudy,1993,114,biography
3844,Rudy,1993,114,sports
3665,Demolition Man,1993,115,scifi
1198,This Boy's Life,1993,115,biography
1242,What's Love Got to Do with It,1993,118,biography
1428,True Romance,1993,119,crime
3029,True Romance,1993,119,romance
1588,A Bronx Tale,1993,121,crime
3310,The Piano,1993,121,romance
63,Jurassic Park,1993,127,action
438,Jurassic Park,1993,127,adventure
3346,Jurassic Park,1993,127,scifi
4007,Jurassic Park,1993,127,thriller
1283,Alive,1993,128,biography
2343,Last Action Hero,1993,130,fantasy
374,The Fugitive,1993,130,action
1539,The Fugitive,1993,130,crime
2925,The Fugitive,1993,130,mystery
1097,Tombstone,1993,130,biography
2361,Tombstone,1993,130,history
1250,In the Name of the Father,1993,133,biography
1680,The Pelican Brief,1993,141,crime
1083,Schindler's List,1993,195,biography
2350,Schindler's List,1993,195,history
2457,Gettysburg,1993,271,history
4195,Gettysburg,1993,271,war
1027,The Pagemaster,1994,80,animation
1881,The Little Rascals,1994,82,family
1070,Thumbelina,1994,86,animation
488,The Lion King,1994,88,adventure
767,The Lion King,1994,88,animation
1712,The Lion King,1994,88,family
1886,The Flintstones,1994,91,family
2342,The Flintstones,1994,91,fantasy
1646,Airheads,1994,92,crime
2304,In the Mouth of Madness,1994,95,fantasy
1174,Heavenly Creatures,1994,99,biography
1405,Heavenly Creatures,1994,99,crime
4068,Heavenly Creatures,1994,99,thriller
383,The Mask,1994,101,action
1545,The Mask,1994,101,crime
2185,The Mask,1994,101,fantasy
3885,Angels in the Outfield,1994,102,sports
1659,Chungking Express,1994,102,crime
1591,The Crow,1994,102,crime
2241,The Crow,1994,102,fantasy
2701,The Crow,1994,102,horror
3823,Major League II,1994,105,sports
3851,D2: The Mighty Ducks,1994,106,sports
1904,Little Giants,1994,107,family
3792,Little Giants,1994,107,sports
78,Léon: The Professional,1994,110,action
1373,Léon: The Professional,1994,110,crime
4020,Léon: The Professional,1994,110,thriller
1953,Little Women,1994,115,family
316,Speed,1994,116,action
651,Speed,1994,116,adventure
331,Stargate,1994,116,action
665,Stargate,1994,116,adventure
3511,Stargate,1994,116,scifi
1576,Natural Born Killers,1994,119,crime
2145,Interview with the Vampire: The Vampire Chronicles,1994,123,fantasy
2625,Interview with the Vampire: The Vampire Chronicles,1994,123,horror
1302,Ed Wood,1994,127,biography
3216,Legends of the Fall,1994,133,romance
4142,Legends of the Fall,1994,133,war
111,True Lies,1994,141,action
4056,True Lies,1994,141,thriller
3000,Forrest Gump,1994,142,romance
1334,Pulp Fiction,1994,154,crime
1216,Wyatt Earp,1994,191,biography
902,A Goofy Movie,1995,78,animation
1935,A Goofy Movie,1995,78,family
1074,Balto,1995,78,animation
864,Pocahontas,1995,81,animation
1832,Pocahontas,1995,81,family
541,Toy Story,1995,81,adventure
780,Toy Story,1995,81,animation
1730,Toy Story,1995,81,family
2088,Toy Story,1995,81,fantasy
901,Ghost in the Shell,1995,83,animation
3104,Empire Records,1995,90,romance
1875,Major Payne,1995,95,family
3018,Clueless,1995,97,romance
3285,Fallen Angels,1995,99,romance
1941,Casper,1995,100,family
3843,Heavyweights,1995,100,sports
3112,Before Sunrise,1995,101,romance
1182,The Basketball Diaries,1995,102,biography
1596,The Basketball Diaries,1995,102,crime
3768,The Basketball Diaries,1995,102,sports
1607,Desperado,1995,104,crime
693,Jumanji,1995,104,adventure
1786,Jumanji,1995,104,family
2176,Jumanji,1995,104,fantasy
