rating_id,user_id,movie_id,rating,review_date
R10154,15020,1665,4.0,2024-11-10
R10156,15020,4105,4.5,2024-11-10
R10157,15085,917,3.5,2024-11-10
R10158,15000,1531,5.0,2024-11-10
R10159,15175,1294,4.0,2024-11-10
R10160,15007,3150,4.5,2024-11-10
R10161,15183,1495,4.0,2024-11-10
R10162,15035,2027,4.0,2024-11-10
R10163,15152,1471,4.0,2024-11-10
R10164,15072,4212,4.0,2024-11-10
R10165,15120,1341,4.0,2024-11-10
R10166,15079,3932,4.5,2024-11-10
R10167,15105,109,4.0,2024-11-10
R10169,15120,1732,3.5,2024-11-10
R10172,15059,1140,4.0,2024-11-10
R10173,15083,2015,3.0,2024-11-10
R10174,15072,2817,2.0,2024-11-10
R10175,15173,4025,4.126476,2024-11-10
R10176,15077,799,4.5,2024-11-10
R10177,15128,41,5.0,2024-11-10
R10179,15086,224,4.0,2024-11-10
R10180,15021,2863,4.5,2024-11-10
R10181,15077,3626,5.0,2024-11-10
R10182,15168,631,4.5,2024-11-10
R10183,15119,2140,4.0,2024-11-10
R10185,15085,965,5.0,2024-11-10
R10186,15167,462,3.5,2024-11-10
R10188,15178,2812,3.5,2024-11-10
R10189,15094,4221,3.5,2024-11-10
R10190,15023,2027,3.5,2024-11-10
R10191,15179,4049,4.0,2024-11-10
R10192,15175,2041,3.5,2024-11-10
R10193,15049,3232,4.5,2024-11-10
R10194,15115,896,4.5,2024-11-10
R10195,15172,4177,3.0,2024-11-10
R10197,15074,2563,2.0,2024-11-11
R10198,15072,270,4.5,2024-11-11
R10199,15002,3040,5.0,2024-11-11
R10201,15103,219,5.0,2024-11-11
R10202,15020,3977,4.5,2024-11-11
R10203,15017,109,4.5,2024-11-11
R10204,15023,1105,4.0,2024-11-11
R10205,15015,3000,3.5,2024-11-11
R10206,15202,2842,5.0,2024-11-11
R10207,15019,1170,4.5,2024-11-11
R10208,15124,62,2.5,2024-11-11
R10209,15199,4008,4.5,2024-11-11
R10210,15052,2992,1.5,2024-11-11
R10211,15021,631,4.0,2024-11-11
R10212,15061,2722,3.0,2024-11-11
R10213,15049,3579,4.5,2024-11-11
R10215,15078,1433,4.5,2024-11-11
R10216,15078,2882,5.0,2024-11-11
R10217,15094,4018,4.0,2024-11-11
R10218,15074,2315,5.0,2024-11-11
R10219,15094,378,4.5,2024-11-11
R10220,15202,2046,3.5,2024-11-11
R10221,15030,2401,4.0,2024-11-11
R10222,15178,2882,5.0,2024-11-11
R10223,15154,194,5.0,2024-11-11
R10224,15173,2289,5.0,2024-11-11
R10226,15015,2281,5.0,2024-11-11
R10227,15072,683,4.5,2024-11-11
R10228,15150,4061,4.5,2024-11-11
R10229,15165,3409,4.5,2024-11-11
R10230,15020,3778,2.5,2024-11-11
R10231,15072,3613,5.0,2024-11-12
R10232,15179,2247,4.5,2024-11-12
R10233,15052,3844,3.0,2024-11-12
R10235,15023,950,5.0,2024-11-12
R10236,15077,3637,5.0,2024-11-12
R10238,15178,3687,5.0,2024-11-12
R10239,15167,516,5.0,2024-11-12
R10240,15205,4063,4.5,2024-11-12
R10241,15199,1294,4.5,2024-11-12
R10242,15000,1909,5.0,2024-11-12
R10243,15175,1561,4.5,2024-11-12
R10244,15094,507,4.5,2024-11-12
R10245,15134,1014,3.5,2024-11-12
R10247,15078,2090,5.0,2024-11-12
R10248,15023,86,4.5,2024-11-12
R10249,15134,3141,4.5,2024-11-12
R10250,15001,2289,4.5,2024-11-12
R10253,15130,2450,3.5,2024-11-12
R10254,15154,3844,3.5,2024-11-12
R10255,15099,857,5.0,2024-11-12
R10257,15056,1150,3.5,2024-11-12
R10258,15199,2669,2.5,2024-11-12
R10259,15136,488,4.0,2024-11-12
R10261,15081,472,5.0,2024-11-12
R10264,15169,1620,4.0,2024-11-12
R10265,15094,2663,3.0,2024-11-12
R10266,15156,4225,4.5,2024-11-12
R10267,15105,2214,3.5,2024-11-12
R10268,15126,1147,4.0,2024-11-13
R10269,15017,1158,2.5,2024-11-13
R10270,15085,447,5.0,2024-11-13
R10271,15168,3148,4.5,2024-11-13
R10272,15171,1027,5.0,2024-11-13
R10274,15112,662,4.0,2024-11-13
R10275,15166,2113,5.0,2024-11-13
R10276,15002,1081,5.0,2024-11-13
R10277,15179,3548,4.0,2024-11-13
R10278,15022,4140,4.0,2024-11-13
R10279,15054,3744,4.5,2024-11-13
R10280,15107,2723,3.5,2024-11-13
R10281,15168,3421,5.0,2024-11-13
R10282,15077,3757,4.0,2024-11-13
R10283,15015,2661,2.5,2024-11-13
R10284,15086,2942,4.5,2024-11-13
R10285,15178,1185,4.5,2024-11-13
R10286,15220,2945,4.0,2024-11-13
R10287,15077,1170,0.144758,2024-11-13
R10288,15004,2099,3.0,2024-11-13
R10289,15217,3738,5.0,2024-11-13
R10290,15039,2472,4.0,2024-11-13
R10291,15099,2066,5.0,2024-11-13
R10292,15015,3627,5.0,2024-11-13
R10293,15099,2041,4.5,2024-11-13
R10294,15001,2825,4.0,2024-11-13
R10295,15039,1701,5.0,2024-11-13
R10297,15082,3410,4.0,2024-11-13
R10298,15023,1107,3.5,2024-11-13
R10299,15156,140,5.0,2024-11-13
R10300,15094,4200,5.0,2024-11-13
R10301,15077,2439,4.5,2024-11-13
R10303,15119,1991,2.5,2024-11-13
R10304,15078,1175,3.5,2024-11-13
R10306,15024,2366,4.0,2024-11-13
R10307,15217,1607,4.5,2024-11-13
R10308,15225,4177,3.5,2024-11-13
R10309,15107,3953,2.5,2024-11-14
R10310,15150,790,3.5,2024-11-14
R10311,15119,917,5.0,2024-11-14
R10312,15211,1003,4.0,2024-11-14
R10313,15105,4191,4.0,2024-11-14
R10314,15115,2418,4.0,2024-11-14
R10316,15119,1208,4.5,2024-11-14
R10317,15209,913,2.0,2024-11-14
R10319,15125,3570,2.5,2024-11-14
R10320,15130,1636,4.5,2024-11-14
R10321,15061,1597,4.5,2024-11-14
R10322,15225,4201,2.5,2024-11-14
R10323,15056,1477,4.0,2024-11-14
R10324,15056,650,2.5,2024-11-14
R10325,15019,2134,5.0,2024-11-14
R10326,15112,3803,5.0,2024-11-14
R10327,15022,2882,5.0,2024-11-14
R10328,15167,2806,5.0,2024-11-14
R10329,15220,109,4.5,2024-11-14
R10331,15125,3019,5.0,2024-11-14
R10333,15005,3224,2.5,2024-11-14
R10334,15194,321,5.0,2024-11-14
R10335,15082,3779,4.5,2024-11-14
R10336,15005,1107,4.5,2024-11-14
R10337,15056,118,4.0,2024-11-14
R10338,15023,2487,4.5,2024-11-14
R10339,15217,2842,4.0,2024-11-14
R10340,15168,454,5.0,2024-11-14
R10341,15169,1148,4.0,2024-11-14
R10342,15193,676,5.0,2024-11-14
R10343,15167,2090,4.5,2024-11-14
R10345,15000,2380,4.0,2024-11-14
R10346,15056,3783,5.0,2024-11-14
R10348,15072,1388,4.0,2024-11-14
R10349,15198,3578,4.5,2024-11-15
R10350,15094,3826,4.0,2024-11-15
R10352,15103,1482,4.0,2024-11-15
R10356,15005,109,5.0,2024-11-15
R10357,15059,472,4.5,2024-11-15
R10358,15166,3787,3.5,2024-11-15
R10359,15020,1936,4.5,2024-11-15
R10360,15030,2027,3.5,2024-11-15
R10361,15105,2761,4.5,2024-11-15
R10362,15193,3423,5.0,2024-11-15
R10363,15052,1530,3.5,2024-11-15
R10364,15015,360,4.0,2024-11-15
R10365,15112,2697,3.0,2024-11-15
R10366,15107,662,4.0,2024-11-15
R10367,15078,570,4.0,2024-11-15
R10368,15178,2669,3.5,2024-11-15
R10370,15165,507,4.5,2024-11-15
R10371,15112,2323,4.5,2024-11-15
R10372,15198,2349,4.0,2024-11-15
R10373,15020,3048,5.0,2024-11-15
R10374,15223,921,4.5,2024-11-15
R10375,15098,2626,2.5,2024-11-15
R10376,15004,2315,4.5,2024-11-15
R10378,15165,1353,4.0,2024-11-15
R10379,15035,2663,3.0,2024-11-15
R10380,15061,1433,4.5,2024-11-15
R10381,15257,1175,3.5,2024-11-15
R10382,15168,3283,5.0,2024-11-15
R10383,15078,1134,3.5,2024-11-15
R10384,15030,1909,4.5,2024-11-15
R10385,15175,2640,2.0,2024-11-15
R10386,15168,1175,4.5,2024-11-15
R10387,15194,2531,4.0,2024-11-15
R10388,15257,1226,4.5,2024-11-15
R10390,15167,2730,3.0,2024-11-15
R10391,15101,420,2.5,2024-11-15
R10392,15000,3031,4.0,2024-11-15
R10393,15167,1347,3.5,2024-11-15
R10394,15059,2113,4.5,2024-11-15
R10395,15119,3787,4.0,2024-11-15
R10396,15002,1433,3.5,2024-11-15
R10397,15178,1549,4.0,2024-11-15
R10399,15256,631,4.5,2024-11-15
R10400,15259,1612,2.5,2024-11-15
R10401,15259,2027,4.0,2024-11-15
R10402,15134,2697,5.0,2024-11-15
R10403,15175,1848,3.0,2024-11-15
R10407,15099,4200,4.0,2024-11-15
R10408,15274,3057,5.0,2024-11-16
R10409,15156,2549,2.5,2024-11-16
R10410,15052,2479,4.0,2024-11-16
R10411,15072,2389,4.0,2024-11-16
R10412,15225,2762,2.0,2024-11-16
R10414,15236,3379,4.5,2024-11-16
R10416,15171,2145,3.0,2024-11-16
R10417,15270,3275,4.0,2024-11-16
R10418,15078,439,5.0,2024-11-16
R10419,15023,3423,5.0,2024-11-16
R10420,15019,86,2.5,2024-11-16
R10422,15165,1107,3.0,2024-11-16
R10423,15273,1494,2.5,2024-11-16
R10424,15173,715,5.0,2024-11-16
R10425,15209,4049,4.0,2024-11-16
R10426,15098,3643,5.0,2024-11-16
R10427,15105,823,4.5,2024-11-16
R10428,15167,3731,4.5,2024-11-16
R10430,15272,3768,5.0,2024-11-16
R10431,15274,3260,5.0,2024-11-16
R10432,15273,2098,5.0,2024-11-16
R10433,15215,4212,4.0,2024-11-16
R10434,15227,2503,4.5,2024-11-16
R10435,15269,2741,2.5,2024-11-16
R10436,15103,3001,4.5,2024-11-16
R10437,15004,1936,4.5,2024-11-16
R10438,15152,3248,1.0,2024-11-16
R10439,15020,296,4.0,2024-11-16
R10440,15225,4049,4.126476,2024-11-16
R10441,15269,3155,4.5,2024-11-16
R10442,15125,2202,4.0,2024-11-16
R10443,15220,3000,2.0,2024-11-16
R10444,15205,3416,4.5,2024-11-16
R10445,15193,2945,4.0,2024-11-16
R10446,15128,139,3.0,2024-11-16
R10447,15224,2654,2.5,2024-11-16
R10448,15074,3735,5.0,2024-11-16
R10449,15254,437,2.0,2024-11-16
R10450,15227,2027,3.0,2024-11-16
R10451,15120,1302,3.0,2024-11-16
R10453,15156,2894,4.5,2024-11-16
R10454,15227,331,4.5,2024-11-16
R10455,15077,3027,4.0,2024-11-16
R10456,15007,3644,3.5,2024-11-16
R10457,15237,1139,4.0,2024-11-16
R10458,15254,2598,3.0,2024-11-16
R10459,15237,2325,4.0,2024-11-16
R10460,15024,1529,3.5,2024-11-16
R10461,15130,13,5.0,2024-11-16
R10462,15115,2855,4.0,2024-11-16
R10463,15005,981,5.0,2024-11-16
R10464,15019,166,3.0,2024-11-16
R10465,15002,3148,3.0,2024-11-16
R10466,15002,3655,3.5,2024-11-16
R10467,15267,4019,4.0,2024-11-16
R10468,15021,2663,3.5,2024-11-16
R10470,15275,1739,3.5,2024-11-16
R10471,15124,2595,2.0,2024-11-16
R10472,15079,1011,3.0,2024-11-16
R10473,15259,3901,3.0,2024-11-16
R10475,15125,3061,4.5,2024-11-16
R10476,15274,1093,3.5,2024-11-16
R10477,15074,2251,3.0,2024-11-16
R10478,15274,1554,4.0,2024-11-16
R10479,15079,792,4.0,2024-11-16
R10480,15030,2729,4.0,2024-11-16
R10481,15168,1739,5.0,2024-11-16
R10482,15268,2132,4.0,2024-11-16
R10483,15211,3162,4.5,2024-11-16
R10484,15229,4147,3.0,2024-11-16
R10485,15040,109,5.0,2024-11-16
R10486,15005,2565,3.5,2024-11-17
R10487,15285,3710,5.0,2024-11-17
R10488,15167,2505,4.0,2024-11-17
R10489,15126,1909,5.0,2024-11-17
R10491,15002,2778,3.5,2024-11-17
R10492,15015,1506,3.5,2024-11-17
R10493,15154,3643,4.5,2024-11-17
R10494,15275,3816,4.5,2024-11-17
R10496,15167,2287,4.5,2024-11-17
R10497,15085,2669,3.0,2024-11-17
R10498,15074,4159,3.5,2024-11-17
R10499,15000,2816,4.5,2024-11-17
R10500,15293,2652,3.5,2024-11-17
R10501,15120,4079,5.0,2024-11-17
R10502,15154,360,5.0,2024-11-17
R10503,15293,105,4.5,2024-11-17
R10504,15224,970,5.0,2024-11-17
R10506,15152,234,5.0,2024-11-17
R10507,15257,3540,4.0,2024-11-17
R10508,15243,3006,4.0,2024-11-17
R10510,15255,51,5.0,2024-11-17
R10511,15017,3651,3.0,2024-11-17
R10512,15268,1107,3.5,2024-11-17
R10513,15254,2479,4.0,2024-11-17
R10514,15261,1208,3.5,2024-11-17
R10515,15299,1767,3.5,2024-11-17
R10516,15175,3029,4.0,2024-11-17
R10517,15001,3932,4.5,2024-11-17
R10519,15061,2278,4.0,2024-11-17
R10520,15030,14,3.5,2024-11-17
R10521,15152,421,5.0,2024-11-17
R10522,15150,1140,3.0,2024-11-17
R10523,15194,2349,4.0,2024-11-17
R10524,15225,4044,4.0,2024-11-17
R10525,15287,31,5.0,2024-11-17
R10527,15005,4031,5.0,2024-11-17
R10528,15083,2611,2.5,2024-11-17
R10529,15275,1027,5.0,2024-11-17
R10530,15171,3299,4.5,2024-11-17
R10531,15274,4147,3.5,2024-11-17
R10532,15268,1295,5.0,2024-11-17
R10533,15167,17,4.5,2024-11-17
R10534,15269,558,3.5,2024-11-17
R10535,15270,109,2.5,2024-11-17
R10536,15152,821,4.0,2024-11-17
R10537,15243,331,5.0,2024-11-17
R10538,15169,1823,5.0,2024-11-17
R10539,15196,1371,4.5,2024-11-17
R10540,15020,2041,4.0,2024-11-17
R10541,15000,1364,1.0,2024-11-17
R10543,15074,1909,5.0,2024-11-17
R10544,15134,2773,1.0,2024-11-17
R10545,15273,3787,4.5,2024-11-17
R10546,15198,790,5.0,2024-11-17
R10549,15035,3757,3.5,2024-11-17
R10550,15269,378,4.5,2024-11-17
R10551,15296,1739,4.5,2024-11-17
R10553,15179,2730,3.5,2024-11-17
R10554,15056,3166,4.0,2024-11-17
R10555,15283,1471,4.5,2024-11-17
R10556,15077,909,3.0,2024-11-17
R10557,15268,3519,4.5,2024-11-17
R10558,15166,574,4.5,2024-11-17
R10559,15285,3423,4.0,2024-11-17
R10560,15299,2720,3.5,2024-11-17
R10561,15035,2027,4.5,2024-11-17
R10562,15259,2945,5.0,2024-11-17
R10563,15056,4214,3.5,2024-11-17
R10564,15101,1369,4.0,2024-11-17
R10566,15291,1945,4.5,2024-11-17
R10567,15128,1148,4.0,2024-11-17
R10568,15077,2352,4.0,2024-11-17
R10569,15083,558,5.0,2024-11-17
R10570,15243,2841,5.0,2024-11-18
R10571,15000,2389,4.0,2024-11-18
R10572,15269,4148,1.5,2024-11-18
R10573,15296,3218,4.0,2024-11-18
R10574,15017,3470,5.0,2024-11-18
R10575,15103,1022,5.0,2024-11-18
R10576,15168,3548,4.5,2024-11-18
R10577,15267,992,5.0,2024-11-18
R10578,15107,4031,3.5,2024-11-18
R10579,15172,2157,5.0,2024-11-18
R10580,15023,1739,4.0,2024-11-18
R10581,15224,725,4.0,2024-11-18
R10582,15094,1767,4.5,2024-11-18
R10584,15301,488,3.0,2024-11-18
R10586,15020,1013,5.0,2024-11-18
R10588,15194,3540,4.0,2024-11-18
R10589,15040,4075,4.0,2024-11-18
R10590,15112,2616,1.0,2024-11-18
R10591,15101,2242,4.0,2024-11-18
R10592,15019,2598,3.0,2024-11-18
R10593,15202,2124,4.0,2024-11-18
R10594,15229,2418,4.0,2024-11-18
R10595,15207,3031,4.5,2024-11-18
R10598,15254,561,4.0,2024-11-18
R10600,15082,3836,4.0,2024-11-18
R10601,15215,3620,4.5,2024-11-18
R10602,15007,3772,4.5,2024-11-18
R10605,15198,2952,4.0,2024-11-18
R10606,15052,1544,3.5,2024-11-18
R10607,15183,3061,4.5,2024-11-18
R10608,15308,1296,4.0,2024-11-18
R10609,15293,655,5.0,2024-11-18
R10610,15199,3783,4.5,2024-11-18
R10611,15236,2083,5.0,2024-11-18
R10613,15287,378,2.5,2024-11-18
R10614,15194,2598,3.0,2024-11-18
R10615,15274,921,5.0,2024-11-18
R10616,15021,3692,3.5,2024-11-18
R10617,15056,4025,4.5,2024-11-18
R10618,15056,4044,4.5,2024-11-18
R10619,15224,1673,4.0,2024-11-18
R10620,15001,689,4.0,2024-11-19
R10621,15019,2012,5.0,2024-11-19
R10622,15217,3053,4.0,2024-11-19
R10623,15179,2012,4.5,2024-11-19
R10624,15105,4229,4.0,2024-11-19
R10625,15283,1227,3.5,2024-11-19
R10626,15301,3757,3.0,2024-11-19
R10627,15306,1521,4.0,2024-11-19
R10628,15171,1384,1.5,2024-11-19
R10629,15308,1389,3.0,2024-11-19
R10630,15205,1321,1.0,2024-11-19
R10631,15166,1177,4.0,2024-11-19
R10632,15165,45,5.0,2024-11-19
R10633,15120,1739,5.0,2024-11-19
R10634,15316,2308,3.5,2024-11-19
R10635,15019,2614,3.0,2024-11-19
R10636,15000,3004,4.5,2024-11-19
R10639,15298,3570,5.0,2024-11-19
R10641,15115,3579,4.0,2024-11-19
R10642,15115,1676,3.5,2024-11-19
R10643,15259,2278,5.0,2024-11-19
R10644,15150,4016,3.5,2024-11-19
R10645,15103,2754,4.5,2024-11-19
R10646,15007,1462,0.144758,2024-11-19
R10648,15321,3996,5.0,2024-11-19
R10649,15169,1710,5.0,2024-11-19
R10650,15085,676,4.5,2024-11-19
R10651,15274,3199,5.0,2024-11-19
R10652,15237,3195,3.0,2024-11-19
R10654,15223,2628,2.5,2024-11-19
R10655,15056,2952,4.0,2024-11-19
R10657,15298,257,4.0,2024-11-19
R10659,15005,3859,3.5,2024-11-19
R10660,15220,3783,4.5,2024-11-19
R10661,15077,1369,4.0,2024-11-19
R10662,15059,3999,4.0,2024-11-19
R10663,15273,2447,4.0,2024-11-19
R10664,15168,526,4.5,2024-11-19
R10665,15130,2274,4.5,2024-11-19
R10666,15296,639,5.0,2024-11-19
R10668,15308,1369,3.5,2024-11-19
R10669,15196,11,4.5,2024-11-19
R10671,15165,472,3.5,2024-11-19
R10672,15322,2418,4.0,2024-11-19
R10673,15169,2362,4.5,2024-11-19
R10675,15107,3826,4.5,2024-11-19
R10676,15321,4017,3.5,2024-11-20
R10677,15178,1487,3.5,2024-11-20
R10679,15334,48,4.0,2024-11-20
R10680,15019,1175,4.5,2024-11-20
R10681,15199,1353,4.5,2024-11-20
R10682,15154,2732,3.0,2024-11-20
R10684,15099,3299,4.0,2024-11-20
R10685,15081,2663,3.5,2024-11-20
R10686,15230,3435,5.0,2024-11-20
R10687,15130,187,4.5,2024-11-20
R10688,15271,2418,3.5,2024-11-20
R10689,15078,3842,3.5,2024-11-20
R10690,15002,1460,4.0,2024-11-20
R10691,15267,3248,4.5,2024-11-20
R10692,15052,1054,5.0,2024-11-20
R10693,15273,2669,3.5,2024-11-20
R10694,15224,2577,3.5,2024-11-20
R10695,15211,1334,4.5,2024-11-20
R10696,15220,570,4.126476,2024-11-20
R10697,15207,2197,5.0,2024-11-20
R10698,15271,2503,5.0,2024-11-20
R10699,15273,496,5.0,2024-11-20
R10700,15172,3598,5.0,2024-11-20
R10701,15194,2722,2.0,2024-11-20
R10702,15220,3166,3.5,2024-11-20
R10703,15202,2401,3.5,2024-11-20
R10704,15267,3627,4.5,2024-11-20
R10705,15301,3421,5.0,2024-11-20
R10706,15205,876,5.0,2024-11-20
R10707,15329,2245,5.0,2024-11-20
R10708,15022,1255,4.0,2024-11-20
R10709,15015,912,4.5,2024-11-20
R10710,15329,2674,3.0,2024-11-20
R10711,15023,942,4.5,2024-11-20
R10712,15225,1208,3.5,2024-11-20
R10713,15167,1294,4.0,2024-11-20
R10714,15285,1596,3.5,2024-11-20
R10715,15099,4221,4.0,2024-11-20
R10717,15198,3738,4.5,2024-11-20
R10718,15291,1767,4.5,2024-11-20
R10719,15136,3000,4.0,2024-11-20
R10720,15308,447,5.0,2024-11-20
R10721,15154,703,4.5,2024-11-20
R10722,15207,166,4.5,2024-11-20
R10723,15306,1054,5.0,2024-11-20
R10724,15243,240,3.0,2024-11-20
R10725,15298,3836,1.0,2024-11-20
R10726,15001,2835,5.0,2024-11-20
R10728,15320,488,4.5,2024-11-20
R10729,15000,558,3.5,2024-11-20
R10730,15128,420,4.5,2024-11-20
R10731,15074,1823,4.5,2024-11-20
R10732,15107,3757,5.0,2024-11-20
R10733,15363,1802,5.0,2024-11-21
R10734,15079,2754,4.0,2024-11-21
R10735,15319,3627,5.0,2024-11-21
R10736,15209,3004,5.0,2024-11-21
R10738,15077,3379,5.0,2024-11-21
R10739,15125,2882,5.0,2024-11-21
R10741,15072,570,5.0,2024-11-21
R10743,15178,331,3.0,2024-11-21
R10744,15319,1437,5.0,2024-11-21
R10745,15320,857,4.5,2024-11-21
R10746,15362,2607,2.5,2024-11-21
R10747,15314,1484,5.0,2024-11-21
R10748,15345,2328,4.0,2024-11-21
R10749,15049,1617,3.5,2024-11-21
R10750,15363,3932,2.0,2024-11-21
R10751,15316,3421,5.0,2024-11-21
R10752,15301,1362,5.0,2024-11-21
R10753,15040,3232,5.0,2024-11-21
R10754,15347,2247,5.0,2024-11-21
R10756,15056,3162,4.5,2024-11-21
R10757,15107,1595,4.0,2024-11-21
R10758,15317,2761,5.0,2024-11-21
R10759,15000,2138,5.0,2024-11-21
R10762,15215,3356,5.0,2024-11-21
R10763,15085,627,4.5,2024-11-21
R10764,15061,2778,4.5,2024-11-21
R10765,15175,1714,5.0,2024-11-21
R10767,15340,3333,4.5,2024-11-21
R10768,15017,826,4.5,2024-11-21
R10769,15126,2855,4.5,2024-11-21
R10770,15052,1495,4.5,2024-11-21
R10771,15352,1022,5.0,2024-11-21
R10772,15273,1208,4.0,2024-11-21
R10773,15165,1054,4.5,2024-11-21
R10775,15332,1140,3.0,2024-11-21
R10776,15179,4214,3.5,2024-11-21
R10777,15107,2842,5.0,2024-11-21
R10778,15255,790,4.5,2024-11-21
R10779,15223,2349,2.5,2024-11-21
R10780,15237,1510,3.5,2024-11-21
R10781,15078,3974,4.0,2024-11-21
R10782,15175,1036,4.5,2024-11-21
R10783,15353,2494,4.5,2024-11-21
R10784,15085,2565,3.5,2024-11-21
R10786,15314,2157,4.0,2024-11-21
R10788,15243,2837,4.5,2024-11-22
