watch_id,user_id,movie_id,watch_date,watch_duration,device_type
W20254,15002,622,2024-11-06,5.0,Smart TV
W20256,15031,2995,2024-11-06,113.0,Laptop
W20257,15025,1185,2024-11-06,8.0,Laptop
W20260,15018,4105,2024-11-06,110.0,Mobile
W20261,15045,1869,2024-11-06,105.0,Laptop
W20263,15002,3681,2024-11-06,124.0,Smart TV
W20264,15011,3773,2024-11-06,6.0,Mobile
W20265,15106,3563,2024-11-06,106.0,Mobile
W20266,15031,2674,2024-11-06,11.0,Laptop
W20267,15067,2841,2024-11-06,104.0,Laptop
W20268,15097,2722,2024-11-06,76.0,Smart TV
W20271,15039,2098,2024-11-06,136.0,Mobile
W20272,15090,1499,2024-11-06,144.0,Laptop
W20273,15078,3738,2024-11-06,127.0,Laptop
W20274,15092,12,2024-11-06,56.0,Mobile
W20275,15022,1191,2024-11-06,18.0,Mobile
W20276,15035,3283,2024-11-06,97.0,Laptop
W20277,15007,1529,2024-11-06,92.0,Mobile
W20278,15079,1191,2024-11-06,123.0,Laptop
W20279,15074,3286,2024-11-06,25.0,Smart TV
W20281,15028,194,2024-11-06,114.0,Laptop
W20282,15050,2656,2024-11-06,14.0,Mobile
W20283,15038,702,2024-11-06,90.0,Smart TV
W20284,15005,2817,2024-11-06,135.0,Laptop
W20285,15114,2841,2024-11-06,49.0,Laptop
W20287,15034,3787,2024-11-06,125.0,Smart TV
W20288,15069,2151,2024-11-06,97.0,Laptop
W20289,15053,2287,2024-11-06,107.0,Mobile
W20290,15048,472,2024-11-06,90.0,Laptop
W20291,15088,2882,2024-11-06,101.0,Smart TV
W20292,15004,194,2024-11-06,114.0,Smart TV
W20293,15052,45,2024-11-06,111.0,Laptop
W20294,15083,636,2024-11-06,96.0,Smart TV
W20297,15049,472,2024-11-06,43.0,Mobile
W20298,15018,3156,2024-11-06,11.0,Laptop
W20300,15085,673,2024-11-06,130.0,Laptop
W20301,15020,2027,2024-11-06,113.0,Laptop
W20302,15080,4008,2024-11-06,137.0,Smart TV
W20303,15083,2503,2024-11-06,126.0,Laptop
W20304,15015,1406,2024-11-06,105.0,Smart TV
W20305,15037,3561,2024-11-06,95.0,Smart TV
W20306,15084,2842,2024-11-06,138.0,Laptop
W20308,15056,823,2024-11-06,79.0,Smart TV
W20309,15048,3456,2024-11-07,135.0,Smart TV
W20310,15077,3816,2024-11-07,84.0,Laptop
W20311,15005,62,2024-11-07,104.0,Mobile
W20313,15101,3710,2024-11-07,85.0,Laptop
W20316,15017,2242,2024-11-07,89.0,Smart TV
W20317,15030,2669,2024-11-07,89.0,Smart TV
W20319,15091,3548,2024-11-07,50.0,Mobile
W20320,15108,1959,2024-11-07,89.0,Laptop
W20321,15055,1887,2024-11-07,96.0,Laptop
W20322,15052,2768,2024-11-07,85.0,Smart TV
W20323,15061,1710,2024-11-07,86.0,Smart TV
W20324,15029,2090,2024-11-07,125.0,Smart TV
W20325,15075,1013,2024-11-07,12.0,Mobile
W20326,15132,2663,2024-11-07,9.0,Smart TV
W20328,15101,1960,2024-11-07,93.0,Laptop
W20329,15131,701,2024-11-07,126.0,Laptop
W20330,15089,1425,2024-11-07,110.0,Laptop
W20331,15102,2050,2024-11-07,10.0,Smart TV
W20332,15115,3842,2024-11-07,108.0,Laptop
W20333,15103,1369,2024-11-07,55.0,Smart TV
W20334,15048,41,2024-11-07,94.0,Smart TV
W20335,15106,570,2024-11-07,141.0,Smart TV
W20336,15038,1135,2024-11-07,16.0,Smart TV
W20337,15045,2661,2024-11-07,84.0,Smart TV
W20338,15096,1936,2024-11-07,91.0,Mobile
W20339,15119,488,2024-11-07,79.0,Laptop
W20340,15029,2549,2024-11-07,74.0,Laptop
W20341,15031,2320,2024-11-07,103.0,Laptop
W20342,15130,2723,2024-11-07,94.0,Laptop
W20343,15066,3783,2024-11-07,45.0,Laptop
W20344,15088,1162,2024-11-07,8.0,Smart TV
W20345,15002,1671,2024-11-07,104.0,Laptop
W20346,15072,1359,2024-11-07,69.0,Mobile
W20348,15040,4025,2024-11-07,114.0,Smart TV
W20349,15034,670,2024-11-07,106.0,Laptop
W20350,15029,378,2024-11-07,169.0,Laptop
W20351,15084,1175,2024-11-07,131.0,Smart TV
W20352,15112,1369,2024-11-07,16.0,Laptop
W20353,15020,3673,2024-11-07,46.0,Laptop
W20354,15056,3031,2024-11-07,116.0,Smart TV
W20355,15053,2303,2024-11-07,39.0,Mobile
W20356,15034,2036,2024-11-07,57.0,Laptop
W20357,15017,812,2024-11-07,63.0,Laptop
W20358,15097,823,2024-11-07,80.0,Laptop
W20359,15004,3000,2024-11-07,128.0,Laptop
W20360,15015,2720,2024-11-07,85.0,Laptop
W20361,15077,437,2024-11-07,108.0,Smart TV
W20362,15111,2825,2024-11-07,91.0,Laptop
W20363,15008,1226,2024-11-07,113.0,Laptop
W20365,15119,488,2024-11-07,11.0,Laptop
W20366,15103,296,2024-11-07,112.0,Laptop
W20367,15125,2352,2024-11-07,98.0,Smart TV
W20368,15097,764,2024-11-07,82.0,Smart TV
W20369,15129,1978,2024-11-07,117.0,Laptop
W20371,15037,261,2024-11-07,102.0,Laptop
W20373,15034,2351,2024-11-07,122.0,Smart TV
W20374,15023,1627,2024-11-07,87.0,Smart TV
W20376,15064,3762,2024-11-07,100.0,Mobile
W20377,15117,437,2024-11-07,107.0,Smart TV
W20378,15021,1991,2024-11-07,88.0,Laptop
W20379,15037,1433,2024-11-07,85.0,Smart TV
W20380,15077,2389,2024-11-07,12.0,Laptop
W20381,15112,3155,2024-11-07,114.0,Smart TV
W20382,15075,3195,2024-11-07,99.0,Smart TV
W20384,15107,2418,2024-11-07,113.0,Smart TV
W20386,15084,1494,2024-11-08,57.0,Smart TV
W20387,15023,4105,2024-11-08,6.0,Smart TV
W20388,15004,447,2024-11-08,15.0,Laptop
W20389,15064,671,2024-11-08,99.0,Laptop
W20390,15080,2841,2024-11-08,105.0,Smart TV
W20391,15107,516,2024-11-08,97.0,Smart TV
W20392,15030,3783,2024-11-08,96.0,Mobile
W20393,15078,1388,2024-11-08,51.0,Smart TV
W20396,15147,2401,2024-11-08,111.0,Smart TV
W20397,15070,447,2024-11-08,61.0,Mobile
W20398,15046,48,2024-11-08,123.0,Mobile
W20399,15144,3778,2024-11-08,112.0,Smart TV
W20400,15147,3248,2024-11-08,82.0,Laptop
W20401,15131,1433,2024-11-08,80.0,Laptop
W20402,15026,3312,2024-11-08,147.0,Laptop
W20403,15009,2663,2024-11-08,94.0,Smart TV
W20404,15019,2479,2024-11-08,49.0,Laptop
W20405,15107,2691,2024-11-08,90.0,Mobile
W20406,15024,2778,2024-11-08,93.0,Laptop
W20407,15027,3101,2024-11-08,98.0,Laptop
W20408,15123,448,2024-11-08,95.0,Laptop
W20409,15047,2817,2024-11-08,132.0,Laptop
W20410,15137,240,2024-11-08,19.0,Mobile
W20411,15005,1486,2024-11-08,131.0,Mobile
W20412,15053,2316,2024-11-08,83.0,Mobile
W20413,15080,1622,2024-11-08,120.0,Smart TV
W20414,15056,1544,2024-11-08,97.0,Smart TV
W20415,15029,1823,2024-11-08,56.0,Laptop
W20416,15134,446,2024-11-08,104.0,Mobile
W20417,15143,2817,2024-11-08,133.0,Laptop
W20418,15085,1084,2024-11-08,114.0,Laptop
W20420,15004,3533,2024-11-08,136.0,Mobile
W20421,15108,2563,2024-11-08,88.0,Smart TV
W20424,15069,2004,2024-11-08,79.0,Smart TV
W20425,15074,1388,2024-11-08,99.0,Smart TV
W20427,15068,3811,2024-11-08,88.0,Smart TV
W20428,15081,3057,2024-11-08,150.0,Mobile
W20429,15114,1352,2024-11-08,100.0,Smart TV
W20431,15011,3738,2024-11-08,128.0,Laptop
W20432,15067,1208,2024-11-08,13.0,Smart TV
W20433,15012,1158,2024-11-08,29.0,Laptop
W20434,15070,3722,2024-11-08,111.0,Laptop
W20436,15077,3232,2024-11-08,80.0,Smart TV
W20437,15092,3423,2024-11-08,79.0,Mobile
W20439,15056,552,2024-11-08,103.0,Smart TV
W20442,15046,812,2024-11-08,7.0,Mobile
W20443,15033,4152,2024-11-08,161.0,Mobile
W20444,15106,2628,2024-11-08,89.0,Mobile
W20445,15062,3932,2024-11-08,12.0,Laptop
W20446,15039,1191,2024-11-08,119.0,Mobile
W20448,15132,3166,2024-11-08,126.0,Smart TV
W20449,15014,2328,2024-11-08,101.0,Laptop
W20450,15092,1994,2024-11-08,116.0,Smart TV
W20451,15122,3242,2024-11-08,105.0,Mobile
W20453,15144,2598,2024-11-08,118.0,Smart TV
W20454,15012,2248,2024-11-08,58.0,Smart TV
W20455,15114,2362,2024-11-08,139.0,Mobile
W20456,15116,530,2024-11-08,104.0,Smart TV
W20457,15001,207,2024-11-08,114.0,Laptop
W20458,15074,2195,2024-11-08,135.0,Laptop
W20459,15028,183,2024-11-08,102.0,Smart TV
W20460,15098,689,2024-11-08,125.0,Mobile
W20461,15142,950,2024-11-08,86.0,Laptop
W20462,15146,1321,2024-11-08,16.0,Smart TV
W20463,15091,3897,2024-11-08,108.0,Laptop
W20465,15130,1733,2024-11-08,100.0,Laptop
W20466,15034,109,2024-11-08,101.0,Laptop
W20467,15000,1684,2024-11-08,121.0,Laptop
W20468,15038,2317,2024-11-08,64.0,Laptop
W20469,15027,2418,2024-11-08,119.0,Laptop
W20470,15082,790,2024-11-08,92.0,Laptop
W20471,15128,1727,2024-11-08,83.0,Smart TV
W20473,15089,3061,2024-11-08,27.0,Laptop
W20474,15008,1552,2024-11-08,109.0,Laptop
W20475,15045,4229,2024-11-08,112.0,Smart TV
W20477,15075,3133,2024-11-08,119.0,Mobile
W20479,15099,1513,2024-11-08,109.0,Laptop
W20480,15015,302,2024-11-08,80.0,Smart TV
W20481,15003,329,2024-11-08,122.0,Smart TV
W20483,15103,670,2024-11-08,111.0,Smart TV
W20484,15004,4105,2024-11-08,105.0,Mobile
W20485,15024,2912,2024-11-08,133.0,Laptop
W20486,15107,3540,2024-11-08,129.0,Smart TV
W20487,15061,2754,2024-11-08,93.0,Mobile
W20488,15080,1868,2024-11-08,63.0,Smart TV
W20489,15131,3771,2024-11-08,116.0,Laptop
W20490,15066,3163,2024-11-08,116.0,Mobile
W20491,15123,2565,2024-11-08,86.0,Laptop
W20492,15089,622,2024-11-08,116.0,Laptop
W20493,15098,1521,2024-11-08,134.0,Mobile
W20494,15088,1140,2024-11-08,124.0,Smart TV
W20496,15112,3871,2024-11-08,97.0,Laptop
W20497,15078,191,2024-11-08,101.0,Laptop
W20498,15096,3423,2024-11-08,35.0,Laptop
W20499,15112,917,2024-11-08,92.0,Laptop
W20500,15085,3579,2024-11-08,124.0,Smart TV
W20501,15138,3162,2024-11-08,86.0,Mobile
W20502,15027,3779,2024-11-08,92.0,Mobile
W20503,15112,3540,2024-11-08,136.0,Smart TV
W20504,15121,3742,2024-11-08,67.0,Laptop
W20505,15084,3842,2024-11-08,52.0,Laptop
W20507,15070,3738,2024-11-08,77.0,Mobile
W20508,15022,2952,2024-11-08,82.0,Mobile
W20509,15126,982,2024-11-08,91.0,Smart TV
W20510,15003,2837,2024-11-08,102.0,Laptop
W20512,15021,3439,2024-11-08,6.0,Mobile
W20515,15112,3871,2024-11-08,53.0,Smart TV
W20516,15094,737,2024-11-08,128.0,Smart TV
W20517,15055,2096,2024-11-08,102.0,Smart TV
W20518,15124,1229,2024-11-08,45.0,Mobile
W20519,15102,3232,2024-11-08,17.0,Smart TV
W20520,15067,4221,2024-11-08,9.0,Laptop
W20521,15030,2027,2024-11-08,115.0,Laptop
W20522,15014,531,2024-11-08,81.0,Laptop
W20523,15142,2316,2024-11-08,87.0,Smart TV
W20524,15038,3004,2024-11-08,124.0,Laptop
W20525,15094,3288,2024-11-08,134.0,Laptop
W20526,15129,2754,2024-11-08,16.0,Mobile
W20527,15096,2817,2024-11-08,125.0,Mobile
W20529,15040,1303,2024-11-09,26.0,Mobile
W20532,15066,2203,2024-11-09,106.0,Laptop
W20533,15059,2418,2024-11-09,121.0,Smart TV
W20537,15048,2720,2024-11-09,90.0,Smart TV
W20538,15034,438,2024-11-09,126.0,Laptop
W20539,15068,1054,2024-11-09,75.0,Laptop
W20540,15008,1597,2024-11-09,107.0,Laptop
W20541,15079,285,2024-11-09,106.0,Laptop
W20542,15050,1175,2024-11-09,65.0,Laptop
W20543,15152,3532,2024-11-09,86.0,Smart TV
W20544,15099,488,2024-11-09,86.0,Laptop
W20545,15067,2514,2024-11-09,100.0,Mobile
W20546,15056,3195,2024-11-09,58.0,Smart TV
W20548,15163,2652,2024-11-09,80.0,Smart TV
W20549,15080,1891,2024-11-09,142.0,Smart TV
W20550,15081,23,2024-11-09,146.0,Mobile
W20551,15165,1384,2024-11-09,101.0,Laptop
W20553,15083,1433,2024-11-09,85.0,Mobile
W20554,15037,1353,2024-11-09,120.0,Smart TV
W20555,15144,3155,2024-11-09,113.0,Laptop
W20556,15021,1665,2024-11-09,9.0,Mobile
W20557,15157,636,2024-11-09,99.0,Mobile
W20558,15021,4204,2024-11-09,135.0,Laptop
W20559,15030,2912,2024-11-09,67.0,Laptop
W20560,15058,1185,2024-11-09,122.0,Mobile
W20561,15047,269,2024-11-09,24.0,Mobile
W20562,15123,982,2024-11-09,92.0,Smart TV
W20563,15166,3172,2024-11-09,79.0,Laptop
W20564,15162,1398,2024-11-09,46.0,Laptop
W20565,15147,1314,2024-11-09,78.0,Smart TV
W20566,15115,636,2024-11-09,96.0,Smart TV
W20567,15112,1347,2024-11-09,149.0,Smart TV
W20568,15120,3836,2024-11-09,132.0,Mobile
W20570,15067,1255,2024-11-09,83.0,Smart TV
W20571,15124,1294,2024-11-09,14.0,Mobile
W20572,15118,3585,2024-11-09,14.0,Laptop
W20573,15059,51,2024-11-09,23.0,Laptop
W20575,15038,1277,2024-11-09,125.0,Smart TV
W20576,15156,3797,2024-11-09,18.0,Smart TV
W20577,15113,909,2024-11-09,39.0,Laptop
W20578,15138,171,2024-11-09,130.0,Mobile
W20579,15029,749,2024-11-09,102.0,Smart TV
W20580,15147,2401,2024-11-09,20.0,Laptop
W20581,15115,3224,2024-11-09,115.0,Laptop
W20582,15022,1011,2024-11-09,106.0,Laptop
W20584,15128,2268,2024-11-09,85.0,Mobile
W20588,15015,2418,2024-11-09,116.0,Laptop
W20589,15031,942,2024-11-09,84.0,Mobile
W20590,15078,434,2024-11-09,152.0,Smart TV
W20591,15097,1352,2024-11-09,99.0,Laptop
W20593,15040,1425,2024-11-09,67.0,Mobile
W20594,15021,2103,2024-11-09,8.0,Laptop
W20596,15069,3900,2024-11-09,95.0,Smart TV
W20597,15103,1084,2024-11-09,122.0,Laptop
W20600,15116,1521,2024-11-09,126.0,Laptop
W20601,15052,2946,2024-11-09,93.0,Smart TV
W20602,15015,2825,2024-11-09,53.0,Laptop
W20603,15014,2549,2024-11-09,73.0,Mobile
W20604,15153,3773,2024-11-09,97.0,Mobile
W20605,15112,2447,2024-11-09,184.0,Smart TV
W20606,15075,438,2024-11-09,116.0,Smart TV
W20607,15049,2268,2024-11-09,82.0,Smart TV
W20608,15130,187,2024-11-09,118.0,Smart TV
W20609,15174,949,2024-11-09,72.0,Mobile
W20610,15052,3900,2024-11-09,16.0,Smart TV
W20611,15049,3169,2024-11-09,0.0,Mobile
W20612,15072,1612,2024-11-09,94.0,Laptop
W20613,15013,1834,2024-11-09,81.0,Laptop
W20614,15021,2343,2024-11-09,117.0,Mobile
W20615,15121,1372,2024-11-09,9.0,Mobile
W20616,15087,1494,2024-11-09,19.0,Laptop
W20617,15002,3419,2024-11-09,113.0,Mobile
W20618,15066,3021,2024-11-09,49.0,Laptop
W20619,15126,965,2024-11-09,72.0,Mobile
W20620,15018,750,2024-11-09,121.0,Laptop
W20621,15025,3932,2024-11-09,66.0,Mobile
W20622,15167,2050,2024-11-09,132.0,Smart TV
W20623,15042,2048,2024-11-09,136.0,Laptop
W20624,15054,2223,2024-11-09,87.0,Mobile
W20625,15034,1134,2024-11-09,68.0,Laptop
W20626,15019,1418,2024-11-09,102.0,Laptop
W20627,15078,1347,2024-11-09,148.0,Laptop
W20628,15107,3751,2024-11-09,121.0,Smart TV
W20629,15000,1208,2024-11-09,106.0,Laptop
W20630,15124,3172,2024-11-09,79.0,Laptop
W20631,15054,3932,2024-11-09,114.0,Laptop
W20632,15127,4080,2024-11-09,120.0,Smart TV
W20633,15045,2112,2024-11-09,92.0,Laptop
W20635,15151,823,2024-11-09,77.0,Mobile
W20636,15125,2454,2024-11-09,56.0,Smart TV
W20638,15070,3379,2024-11-09,108.0,Smart TV
